moa,HEPG2_new_mean_dmso_zscore_stratified_merge_tk_vegfr_keep_egfr,HEPG2_new_mean_dmso_zscore_stratified_merge_tk_vegfr_keep_egfr,HEPG2_new_mean_dmso_zscore_stratified_merge_tk_vegfr_keep_egfr,HEPG2_new_mean_dmso_mad_structure_merge_tk_vegfr_keep_egfr,HEPG2_new_mean_dmso_mad_structure_merge_tk_vegfr_keep_egfr,HEPG2_new_mean_dmso_mad_structure_merge_tk_vegfr_keep_egfr,HEPG2_new_mean_standard_structure_merge_tk_vegfr_keep_egfr,HEPG2_new_mean_standard_structure_merge_tk_vegfr_keep_egfr,HEPG2_new_mean_standard_structure_merge_tk_vegfr_keep_egfr,HEPG2_new_median_dmso_mad_structure_merge_tk_vegfr_keep_egfr,HEPG2_new_median_dmso_mad_structure_merge_tk_vegfr_keep_egfr,HEPG2_new_median_dmso_mad_structure_merge_tk_vegfr_keep_egfr,HEPG2_new_median_standard_structure_merge_tk_vegfr_keep_egfr,HEPG2_new_median_standard_structure_merge_tk_vegfr_keep_egfr,HEPG2_new_median_standard_structure_merge_tk_vegfr_keep_egfr,HEPG2_new_median_dmso_zscore_structure_merge_tk_vegfr_keep_egfr,HEPG2_new_median_dmso_zscore_structure_merge_tk_vegfr_keep_egfr,HEPG2_new_median_dmso_zscore_structure_merge_tk_vegfr_keep_egfr,HEPG2_new_mean_standard_stratified_merge_tk_vegfr_keep_egfr,HEPG2_new_mean_standard_stratified_merge_tk_vegfr_keep_egfr,HEPG2_new_mean_standard_stratified_merge_tk_vegfr_keep_egfr,HEPG2_new_median_dmso_mad_stratified_merge_tk_vegfr_keep_egfr,HEPG2_new_median_dmso_mad_stratified_merge_tk_vegfr_keep_egfr,HEPG2_new_median_dmso_mad_stratified_merge_tk_vegfr_keep_egfr,HEPG2_new_mean_dmso_zscore_structure_merge_tk_vegfr_keep_egfr,HEPG2_new_mean_dmso_zscore_structure_merge_tk_vegfr_keep_egfr,HEPG2_new_mean_dmso_zscore_structure_merge_tk_vegfr_keep_egfr,HEPG2_new_median_standard_stratified_merge_tk_vegfr_keep_egfr,HEPG2_new_median_standard_stratified_merge_tk_vegfr_keep_egfr,HEPG2_new_median_standard_stratified_merge_tk_vegfr_keep_egfr,HEPG2_new_mean_dmso_mad_stratified_merge_tk_vegfr_keep_egfr,HEPG2_new_mean_dmso_mad_stratified_merge_tk_vegfr_keep_egfr,HEPG2_new_mean_dmso_mad_stratified_merge_tk_vegfr_keep_egfr,HEPG2_new_median_dmso_zscore_stratified_merge_tk_vegfr_keep_egfr,HEPG2_new_median_dmso_zscore_stratified_merge_tk_vegfr_keep_egfr,HEPG2_new_median_dmso_zscore_stratified_merge_tk_vegfr_keep_egfr
,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1
AKT,0.3588888888888888,0.2222222222222221,0.2669108669108669,0.2716666666666666,0.2666666666666666,0.26002886002886,0.3615384615384615,0.5999999999999999,0.4464327485380116,0.2533333333333333,0.2666666666666666,0.2471717171717172,0.5745238095238095,0.5666666666666667,0.5464002664002664,0.2833333333333333,0.2666666666666666,0.2603174603174603,0.5243589743589744,0.5333333333333333,0.5147237076648841,0.38499222999223,0.4666666666666666,0.4162448009506833,0.2278787878787878,0.2666666666666666,0.2402852049910873,0.3613675213675213,0.4444444444444445,0.395879851143009,0.1,0.0666666666666666,0.0778280542986425,0.2233173843700159,0.3111111111111111,0.2557393483709272
AURORA KINASE,0.2803232323232323,0.2555555555555555,0.2616377082776441,0.5278388278388279,0.4666666666666666,0.480046783625731,0.41010101010101,0.35,0.3750310559006211,0.3410353535353535,0.3166666666666667,0.3257763975155279,0.424963924963925,0.45,0.4305830723222027,0.4793650793650793,0.3333333333333333,0.3866178266178265,0.4971148459383753,0.3111111111111111,0.3719595959595959,0.3312426900584795,0.3222222222222222,0.3256586448536913,0.4316779788838613,0.4833333333333334,0.4521525600835946,0.3575522138680033,0.4111111111111111,0.3803444176441888,0.3804700854700854,0.2777777777777778,0.3168030718315348,0.2814676372221129,0.3333333333333333,0.303078872347165
CDK,0.2511057178116002,0.1555555555555555,0.1889612346038294,0.2684432234432234,0.1809523809523809,0.20907305450916,0.2645648211437684,0.2476190476190475,0.253813215208564,0.1392810457516339,0.1142857142857142,0.1252197096869754,0.2281082797491466,0.219047619047619,0.221999668045608,0.1916666666666666,0.1809523809523809,0.185485664555432,0.2639846059375004,0.2814814814814815,0.2712733558033013,0.2122952308306999,0.1555555555555555,0.1767675416371068,0.2187257187257187,0.219047619047619,0.2153970303681265,0.2841269841269841,0.274074074074074,0.2759587640301436,0.1356372832533823,0.0962962962962963,0.1110965845748454,0.1940126531161664,0.1259259259259259,0.1504151629554034
EGFR,0.2874440052700922,0.3333333333333333,0.3078876314444029,0.4342424242424242,0.3333333333333333,0.3762342383762015,0.44792663476874,0.3481481481481481,0.3907295091949823,0.461164439425309,0.3629629629629629,0.4055396825396825,0.427931865236213,0.3481481481481481,0.3834335259472037,0.4112222222222222,0.3333333333333333,0.3664020196185403,0.2911666666666667,0.4095238095238095,0.3396001222474223,0.3810044764672714,0.419047619047619,0.3970522372234396,0.450123706702654,0.2962962962962963,0.353873259448707,0.2946753246753246,0.2952380952380952,0.2948707560165303,0.3489021777661328,0.4666666666666667,0.3969688498365649,0.3915823815137316,0.419047619047619,0.3998579198579198
HDAC,0.7219590193754327,0.6666666666666666,0.6908008021692014,0.8026073234413176,0.7833333333333333,0.7904347797335569,0.7918419574702715,0.7041666666666667,0.743849650546329,0.7078268398268398,0.7833333333333333,0.7430248311916099,0.7933684919743181,0.7208333333333333,0.7532895590554498,0.7291988514469333,0.7750000000000001,0.7506436184551686,0.7957349278232131,0.6444444444444445,0.7109366864118863,0.7233099656013648,0.6577777777777778,0.688580464898991,0.7322103114624914,0.8083333333333332,0.7669436253497054,0.7709963780894761,0.5377777777777778,0.629772193468644,0.735532768799074,0.6888888888888889,0.7101984130904525,0.6916015077754208,0.671111111111111,0.6794958388350606
HMGCR,0.3,0.0666666666666666,0.1071428571428571,0.4833333333333334,0.4,0.4244444444444444,0.2683333333333333,0.4333333333333333,0.3302380952380952,0.4866666666666667,0.3333333333333333,0.389090909090909,0.3495238095238095,0.4333333333333333,0.3776556776556776,0.82,0.3666666666666666,0.4795670995670995,0.3733333333333333,0.1333333333333333,0.1823953823953824,0.1,0.0333333333333333,0.05,0.6399999999999999,0.3999999999999999,0.4737373737373737,0.1466666666666666,0.1,0.1171717171717171,0.0,0.0,0.0,0.0666666666666666,0.0333333333333333,0.0444444444444444
JAK,0.1909329750709061,0.2476190476190476,0.2144948018528836,0.1961471861471861,0.1466666666666666,0.1659585591819475,0.1306493506493506,0.0799999999999999,0.0965623342175066,0.2091800356506238,0.1733333333333333,0.1878917378917379,0.2076495726495726,0.1866666666666666,0.1945622119815668,0.2277056277056276,0.16,0.1854411744066916,0.2589081795397585,0.2571428571428571,0.2574847127931051,0.2284507649213531,0.2285714285714285,0.2274315784271264,0.0431818181818181,0.0266666666666666,0.0327759197324414,0.259735434843794,0.3428571428571428,0.2916398826385146,0.2533485162180814,0.3142857142857142,0.2801887553440348,0.1916255478915325,0.219047619047619,0.2027009056654819
MTOR,0.538674089068826,0.7666666666666667,0.6245319750990379,0.6875124875124875,0.6166666666666667,0.6417940503432494,0.7075757575757576,0.7166666666666667,0.7097423510466989,0.5840992340992341,0.6166666666666667,0.5985663322185062,0.8114285714285714,0.6333333333333333,0.7081339712918661,0.6315628815628815,0.6333333333333334,0.6284615384615385,0.5641376167691957,0.8166666666666668,0.6567661184070721,0.5727257056668822,0.8,0.6620114942528736,0.7318831168831169,0.6,0.6478704666805353,0.5204489911906792,0.8166666666666668,0.6316876482393724,0.5381818181818182,0.7166666666666667,0.6060528559249787,0.5923076923076923,0.7333333333333333,0.6506666666666666
PARP,0.3673234811165845,0.4,0.3823927829477219,0.3020059080704241,0.4444444444444445,0.3554178765925772,0.3359055083463961,0.5222222222222223,0.4068786881216992,0.29729006310242,0.3222222222222222,0.307805876830267,0.31296252766841,0.4333333333333333,0.3589000343220291,0.3173529411764706,0.3666666666666666,0.3347840737274102,0.3431907308377896,0.3916666666666666,0.363524647932444,0.3700884557721139,0.4,0.383555698473689,0.3265151515151515,0.3555555555555555,0.335128205128205,0.3078717948717949,0.3,0.3030383426097712,0.3622189115232593,0.3833333333333333,0.3699120223881061,0.3562123700054734,0.3333333333333333,0.3416702375192941
TOPOISOMERASE,0.4433731387291758,0.6833333333333333,0.5370141908517881,0.743131868131868,0.9,0.8127472527472527,0.5630835667600373,0.85,0.6758314673831916,0.6477222467934542,0.95,0.7681782066654147,0.5309123385849729,0.95,0.677410054448594,0.6321076446773041,0.9666666666666666,0.7591083877039032,0.5267384146641112,0.75,0.617166652405807,0.5310964912280702,0.7166666666666667,0.5968894009216589,0.6139592760180996,0.7833333333333333,0.6870585659551176,0.5232608695652174,0.7333333333333333,0.6076190476190476,0.4111399711399711,0.6666666666666666,0.5051614181025946,0.5274049093321539,0.7333333333333333,0.6119153149408989
TUBULIN,0.7338095238095239,0.4666666666666666,0.5649267399267399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8547619047619047,0.6444444444444445,0.7273669467787115,0.7766666666666666,0.5333333333333334,0.6287955182072829,0.0,0.0,0.0,0.8519480519480519,0.6666666666666666,0.74,0.851948051948052,0.6,0.6907142857142858,0.7980952380952381,0.3777777777777778,0.473982683982684
TYROSINE KINASE,0.1231501831501831,0.125,0.1239274376417233,0.1712350230414746,0.2933333333333333,0.2154683570558191,0.1003846153846153,0.08,0.0858064516129032,0.1517913656690746,0.2,0.1704953232514902,0.2115773115773115,0.1466666666666666,0.1719010458140892,0.1460175438596491,0.2,0.1683236371471665,0.0733333333333333,0.05,0.0593406593406593,0.1737969548495864,0.1833333333333333,0.1756622990235154,0.2455862977602108,0.3733333333333333,0.2962176751650435,0.0591666666666666,0.05,0.0529803529803529,0.0856107660455486,0.0833333333333333,0.0841643935260956,0.1660869565217391,0.1666666666666666,0.1653656261558997
